transaction_id,customer_id,date,age,category,quantity,unit_price,discount,cost,marketing_spend,customer_satisfaction,region,delivery_time,inventory,returned,tenure_months,purchase_frequency,total_purchases,average_order_value,sales,profit,churn,segment
TX-10158,CUST-1277,2026-01-17,35,Clothing,2,76.81,5.0,27.57,6208.16,4.7,South,4,60,0,18,3,18,175.88,145.94,-20.32,0,Regular Customer
TX-10159,CUST-1197,2026-01-22,20,Electronics,5,347.46,15.0,261.24,6903.39,3.9,South,3,153,0,23,4,32,1508.11,1476.7,53.45,0,Regular Customer
TX-10160,CUST-1756,2026-04-18,40,Clothing,2,195.39,15.0,74.7,2355.05,4.1,East,5,201,0,34,9,95,403.05,332.16,124.94,0,High Value Customer
TX-10161,CUST-1198,2026-01-12,30,Furniture,1,600.14,10.0,303.57,1388.77,4.3,East,2,169,0,1,5,4,563.59,540.13,206.72,0,Regular Customer
TX-10162,CUST-1014,2026-08-11,18,Home & Kitchen,1,291.26,10.0,174.32,3617.03,3.8,South,2,207,0,28,5,43,307.78,262.13,24.56,0,Loyal Customer
TX-10163,CUST-1055,2026-05-24,46,Clothing,6,57.36,15.0,25.01,3507.06,3.7,South,4,98,0,26,3,25,348.16,292.54,71.87,1,At-Risk Customer
TX-10164,CUST-1770,2026-04-22,37,Electronics,3,960.49,5.0,627.34,1212.9,3.8,North,4,38,0,28,4,39,2813.26,2737.4,819.18,0,Regular Customer
TX-10165,CUST-1480,2026-04-16,46,Grocery,2,44.9,5.0,36.2,5923.46,2.3,East,2,99,0,12,2,10,163.32,85.31,-84.94,1,At-Risk Customer
TX-10166,CUST-1052,2025-12-21,43,Grocery,4,60.64,5.0,51.71,2939.71,3.2,North,4,220,0,26,4,35,274.02,230.43,-38.5,1,At-Risk Customer
TX-10167,CUST-1410,2026-04-22,55,Electronics,2,402.99,0.0,281.29,6354.74,4.9,North,4,24,0,21,4,29,832.13,805.98,130.08,0,Regular Customer
TX-10168,CUST-1576,2026-01-16,57,Electronics,3,970.1,10.0,744.97,5857.45,5.0,South,4,421,0,19,3,25,2650.98,2619.27,278.5,0,Regular Customer
TX-10169,CUST-1782,2026-03-15,21,Home & Kitchen,2,440.98,15.0,251.94,4715.55,3.1,South,3,285,0,28,3,28,777.13,749.67,161.55,1,At-Risk Customer
TX-10170,CUST-1389,2026-04-01,41,Grocery,6,68.25,10.0,48.97,5796.45,5.0,East,6,207,0,43,4,52,412.34,368.55,-39.22,0,High Value Customer
TX-10171,CUST-1439,2026-01-17,30,Home & Kitchen,2,151.82,15.0,87.19,2378.51,3.4,North,5,286,0,43,4,54,296.5,258.09,25.54,1,At-Risk Customer
TX-10172,CUST-1757,2025-10-03,49,Furniture,1,500.75,0.0,323.75,6378.2,2.9,South,2,33,0,1,2,7,577.42,500.75,72.33,1,At-Risk Customer
TX-10173,CUST-1083,2025-11-02,51,Furniture,1,813.9,15.0,439.34,1260.3,5.0,South,2,216,0,8,1,3,718.0,691.81,224.57,0,Regular Customer
TX-10174,CUST-1160,2025-08-15,40,Grocery,6,46.66,0.0,34.26,4397.78,4.1,West,3,112,0,11,5,22,310.29,279.96,-5.07,0,Regular Customer
TX-10175,CUST-1481,2026-01-10,55,Electronics,2,1143.14,10.0,704.83,5778.44,3.6,South,5,87,0,1,7,7,2134.34,2057.65,538.82,1,At-Risk Customer
TX-10176,CUST-1289,2026-08-08,42,Grocery,6,20.2,10.0,16.28,3561.14,4.4,North,3,319,0,16,6,33,135.19,109.08,-55.52,0,Regular Customer
TX-10177,CUST-1270,2026-06-30,35,Home & Kitchen,3,68.9,5.0,37.87,2440.34,4.0,South,6,424,0,14,5,27,228.32,196.37,19.15,0,Regular Customer
TX-10178,CUST-1557,2025-12-07,39,Fitness,1,47.7,5.0,23.83,2356.7,4.6,South,3,332,0,11,8,28,102.32,45.31,-27.37,0,Regular Customer
TX-10179,CUST-1145,2025-09-19,45,Electronics,1,1266.83,20.0,775.71,4883.37,4.8,South,1,298,0,23,4,32,1059.12,1013.46,160.0,0,Regular Customer
TX-10180,CUST-1609,2026-06-01,57,Clothing,4,235.66,5.0,85.5,3829.4,3.5,West,2,324,0,20,1,6,961.37,895.51,487.07,1,At-Risk Customer
TX-10181,CUST-1705,2026-01-16,55,Fitness,1,185.73,0.0,89.5,1892.35,3.3,West,4,123,0,24,3,28,238.93,185.73,49.84,1,At-Risk Customer
TX-10182,CUST-1512,2026-05-17,45,Grocery,10,10.75,0.0,9.21,6569.93,3.4,West,4,191,1,34,5,51,148.43,107.5,-53.0,1,At-Risk Customer
TX-10183,CUST-1040,2026-03-23,51,Fitness,1,535.25,5.0,277.77,599.38,4.2,East,2,101,0,1,3,1,572.93,508.49,212.73,0,Regular Customer
TX-10184,CUST-1026,2025-09-29,37,Furniture,2,978.9,5.0,547.55,3606.51,5.0,North,4,136,0,24,2,22,1892.62,1859.91,692.71,0,Regular Customer
TX-10185,CUST-1688,2025-12-29,26,Home & Kitchen,1,132.37,15.0,60.03,4789.34,3.7,North,3,303,0,22,5,34,165.32,112.51,-32.86,1,At-Risk Customer
TX-10186,CUST-1179,2026-04-11,32,Home & Kitchen,2,426.95,25.0,230.27,3793.22,4.1,West,3,283,0,24,5,35,711.86,640.42,109.49,0,Loyal Customer
TX-10187,CUST-1185,2026-06-09,26,Grocery,6,71.42,20.0,52.85,5984.87,5.0,West,5,107,0,29,6,51,387.09,342.82,-86.56,0,High Value Customer
TX-10188,CUST-1481,2026-02-08,32,Grocery,2,35.73,5.0,29.18,2059.67,4.1,East,3,253,0,12,4,15,118.69,67.89,-34.87,0,Regular Customer
TX-10189,CUST-1107,2025-11-04,27,Clothing,3,189.08,5.0,89.19,3271.11,4.0,West,3,110,0,15,1,6,598.58,538.88,208.74,0,Regular Customer
TX-10190,CUST-1295,2026-07-19,33,Grocery,6,65.34,0.0,54.83,6248.86,4.1,North,5,443,0,24,3,23,449.27,392.04,-53.17,0,Regular Customer
TX-10191,CUST-1322,2025-12-21,28,Clothing,3,68.87,20.0,36.37,6190.36,4.5,North,6,306,0,32,6,62,204.12,165.29,-63.68,0,Loyal Customer
TX-10192,CUST-1413,2026-05-04,27,Electronics,2,1078.46,0.0,823.31,1077.29,3.6,West,2,360,0,38,7,81,2218.6,2156.92,485.14,0,Loyal Customer
TX-10193,CUST-1192,2026-05-06,41,Clothing,4,84.54,15.0,40.78,6206.38,3.0,West,2,42,0,37,3,34,356.9,287.44,22.22,1,At-Risk Customer
TX-10194,CUST-1778,2025-09-09,46,Furniture,1,972.96,10.0,569.96,6021.72,4.4,East,6,416,0,11,3,13,949.85,875.66,188.38,0,Regular Customer
TX-10195,CUST-1294,2026-03-26,62,Fitness,3,210.26,20.0,107.99,6868.84,3.2,West,3,318,0,19,1,13,562.05,504.62,64.12,1,At-Risk Customer
TX-10196,CUST-1645,2026-06-21,40,Furniture,3,741.57,10.0,463.42,4857.13,5.0,South,6,441,0,14,7,33,2081.11,2002.24,512.12,0,Regular Customer
TX-10197,CUST-1014,2026-05-23,48,Grocery,2,58.63,5.0,47.3,5560.9,4.5,North,1,89,0,37,5,55,176.26,111.4,-71.12,0,Loyal Customer
TX-10198,CUST-1116,2026-04-07,32,Electronics,2,648.12,5.0,393.81,7615.58,5.0,South,3,431,0,15,8,39,1301.46,1231.43,316.07,0,High Value Customer
TX-10199,CUST-1733,2026-01-10,28,Home & Kitchen,2,341.04,15.0,142.89,998.96,4.3,East,3,354,0,18,7,44,652.84,579.77,265.5,0,High Value Customer
TX-10200,CUST-1494,2026-04-12,33,Furniture,2,377.04,10.0,240.64,7555.8,3.8,West,2,394,0,23,5,34,702.93,678.67,75.06,0,Loyal Customer
TX-10201,CUST-1392,2025-11-19,28,Home & Kitchen,1,227.03,0.0,103.01,1604.57,3.5,South,3,70,0,25,3,29,254.81,227.03,86.45,1,At-Risk Customer
TX-10202,CUST-1282,2026-03-14,27,Clothing,1,176.65,15.0,64.04,1601.91,3.1,East,4,397,0,15,4,22,198.86,150.15,44.08,1,At-Risk Customer
TX-10203,CUST-1289,2026-01-13,28,Home & Kitchen,1,160.91,20.0,64.47,3813.1,4.9,West,3,120,0,22,3,20,188.76,128.73,-6.44,0,Regular Customer
TX-10204,CUST-1457,2026-05-16,41,Grocery,10,28.54,30.0,22.74,7171.39,4.4,East,1,96,0,14,5,22,227.17,199.78,-139.69,0,Regular Customer
TX-10205,CUST-1781,2026-05-19,28,Grocery,10,43.54,15.0,37.56,4326.11,5.0,West,3,284,0,40,5,63,441.37,370.09,-83.9,0,High Value Customer
TX-10206,CUST-1193,2026-08-06,38,Furniture,3,665.3,10.0,386.75,4824.61,3.9,West,1,20,0,31,3,27,1860.08,1796.31,559.19,0,Regular Customer
TX-10207,CUST-1794,2026-03-12,18,Electronics,1,2177.62,10.0,1316.46,4414.65,4.8,East,5,59,0,26,6,45,1997.49,1959.86,554.68,0,High Value Customer
TX-10208,CUST-1722,2026-02-25,37,Grocery,6,74.34,0.0,62.55,6293.87,4.6,South,4,260,0,38,6,70,511.81,446.04,-41.67,0,High Value Customer
TX-10209,CUST-1037,2025-10-17,37,Home & Kitchen,2,125.23,15.0,66.87,1425.51,3.8,East,1,327,0,29,3,26,245.82,212.89,53.27,0,Regular Customer
TX-10210,CUST-1450,2025-10-04,31,Home & Kitchen,1,354.82,20.0,206.86,5717.18,2.5,West,1,385,1,25,4,33,353.96,283.86,-39.5,1,At-Risk Customer
TX-10211,CUST-1147,2026-03-11,33,Fitness,1,218.11,0.0,130.84,2621.01,4.6,South,1,163,0,12,9,34,259.13,218.11,43.45,0,Regular Customer
TX-10212,CUST-1800,2025-12-27,33,Clothing,2,127.51,5.0,61.92,3767.34,4.6,West,2,252,0,30,2,19,321.77,242.27,52.92,0,Regular Customer
TX-10213,CUST-1336,2026-07-25,39,Home & Kitchen,1,424.38,0.0,208.19,2299.92,4.1,West,1,389,0,31,6,61,479.05,424.38,177.19,0,High Value Customer
TX-10214,CUST-1641,2026-04-20,25,Home & Kitchen,3,199.01,20.0,114.81,2854.09,5.0,North,1,103,0,31,7,66,541.66,477.62,85.88,0,High Value Customer
TX-10215,CUST-1240,2026-07-03,48,Fitness,1,258.47,0.0,134.67,613.83,5.0,East,2,241,0,22,5,38,293.71,258.47,105.59,0,Loyal Customer
TX-10216,CUST-1764,2025-09-29,33,Grocery,2,10.67,10.0,8.16,2197.06,4.2,North,3,374,0,23,2,20,49.56,19.21,-43.57,0,Regular Customer
TX-10217,CUST-1720,2025-10-04,18,Grocery,15,75.37,5.0,63.87,7772.93,4.6,South,1,261,0,9,1,3,1121.5,1074.02,-5.12,0,Regular Customer
TX-10218,CUST-1029,2025-09-06,42,Clothing,2,81.89,15.0,38.12,6655.22,3.0,North,1,22,0,16,1,10,171.76,139.21,-41.36,1,At-Risk Customer
TX-10219,CUST-1383,2026-03-22,35,Furniture,1,656.24,5.0,438.49,6563.04,3.4,South,2,255,0,33,2,23,699.45,623.43,77.49,1,At-Risk Customer
TX-10220,CUST-1579,2026-07-29,39,Furniture,1,184.29,0.0,109.67,5423.07,5.0,South,3,28,0,25,5,38,208.9,184.29,-20.23,0,Loyal Customer
TX-10221,CUST-1624,2026-02-25,43,Home & Kitchen,3,199.35,10.0,112.98,3300.93,2.5,South,2,302,0,16,4,22,591.62,538.25,140.79,1,At-Risk Customer
TX-10222,CUST-1597,2025-10-26,31,Furniture,1,694.19,5.0,445.69,7765.06,3.7,West,2,278,0,6,2,12,696.62,659.48,88.31,1,At-Risk Customer
TX-10223,CUST-1470,2025-12-22,33,Fitness,1,64.11,5.0,38.86,7201.96,3.6,North,3,20,0,15,5,29,83.26,60.9,-99.48,1,At-Risk Customer
TX-10224,CUST-1476,2026-01-08,52,Fitness,2,233.65,25.0,136.5,3501.59,3.5,South,2,265,1,30,5,51,381.35,350.48,-44.0,1,At-Risk Customer
TX-10225,CUST-1353,2026-06-10,21,Clothing,2,94.12,0.0,43.23,1782.02,4.6,West,5,220,0,14,4,19,244.39,188.24,52.55,0,Regular Customer
TX-10226,CUST-1467,2026-01-15,30,Furniture,4,174.89,0.0,116.65,2236.06,3.6,West,2,345,0,18,1,8,721.28,699.56,190.42,1,At-Risk Customer
TX-10227,CUST-1109,2025-12-13,33,Grocery,2,64.05,10.0,48.37,3482.63,4.1,East,3,329,0,25,5,36,148.6,115.29,-47.19,0,Loyal Customer
TX-10228,CUST-1716,2026-01-12,23,Electronics,1,420.8,0.0,259.29,5198.43,3.4,West,1,284,0,8,3,9,469.86,420.8,79.03,1,At-Risk Customer
TX-10229,CUST-1579,2026-07-31,41,Fitness,1,161.1,20.0,79.22,4605.61,5.0,North,2,400,0,35,3,33,190.71,128.88,-28.42,0,Regular Customer
TX-10230,CUST-1763,2026-04-25,41,Clothing,4,83.46,5.0,44.0,2224.95,3.2,South,1,253,0,13,3,16,346.53,317.15,103.27,1,At-Risk Customer
TX-10231,CUST-1360,2025-12-04,27,Fitness,1,415.91,30.0,209.67,1671.51,5.0,South,4,355,0,33,5,55,344.99,291.14,38.39,0,Loyal Customer
TX-10232,CUST-1694,2026-07-17,31,Fitness,2,563.28,10.0,331.11,6346.38,4.4,South,4,400,0,11,3,11,1074.33,1013.9,238.49,0,Regular Customer
TX-10233,CUST-1642,2026-07-10,31,Electronics,2,1569.14,10.0,1109.32,4815.19,4.8,East,1,295,0,13,1,11,2863.88,2824.45,529.08,0,Regular Customer
TX-10234,CUST-1034,2026-06-06,49,Clothing,1,81.49,0.0,39.12,5760.37,5.0,South,4,26,0,5,2,11,117.01,81.49,-62.04,0,Regular Customer
TX-10235,CUST-1302,2026-01-28,36,Fitness,1,278.78,5.0,156.01,5478.68,3.9,West,3,139,0,31,1,13,320.9,264.84,13.15,0,Regular Customer
TX-10236,CUST-1135,2026-05-17,42,Clothing,3,116.48,5.0,44.11,4441.03,3.9,East,4,231,0,23,6,44,391.68,331.97,115.02,0,Loyal Customer
TX-10237,CUST-1263,2026-04-17,49,Clothing,2,28.65,10.0,14.2,4674.34,5.0,East,2,58,0,15,6,26,72.39,51.57,-55.95,0,Regular Customer
TX-10238,CUST-1479,2025-09-21,42,Furniture,3,305.63,20.0,158.44,6677.05,2.6,South,3,423,0,31,5,51,758.37,733.51,144.54,1,At-Risk Customer
TX-10239,CUST-1741,2026-07-25,27,Grocery,4,9.94,5.0,8.55,4073.46,4.0,East,3,354,0,1,4,5,99.81,37.77,-71.03,0,Regular Customer
TX-10240,CUST-1404,2025-08-21,41,Clothing,3,137.49,0.0,68.2,692.67,4.4,North,2,379,0,1,4,8,467.6,412.47,188.48,0,Regular Customer
TX-10241,CUST-1688,2026-07-24,26,Clothing,2,37.83,10.0,14.04,2253.06,4.2,West,5,308,0,25,5,38,136.69,68.09,-16.28,0,Loyal Customer
TX-10242,CUST-1380,2025-10-08,53,Fitness,1,244.3,0.0,141.25,5763.04,4.6,South,1,131,0,29,10,88,297.33,244.3,12.1,0,Loyal Customer
TX-10243,CUST-1634,2026-05-28,28,Clothing,4,155.44,5.0,65.15,1075.42,4.9,South,2,252,0,19,3,19,610.68,590.67,304.94,0,Regular Customer
TX-10244,CUST-1650,2026-04-08,52,Fitness,1,296.17,5.0,156.79,5978.69,5.0,East,3,344,0,15,5,26,341.9,281.36,21.39,0,Regular Customer
TX-10245,CUST-1119,2025-10-24,37,Electronics,1,1611.49,5.0,1029.23,1239.46,3.8,North,3,306,0,13,4,17,1560.0,1530.92,469.59,1,At-Risk Customer
TX-10246,CUST-1504,2025-10-12,57,Electronics,3,407.2,10.0,313.19,6713.29,3.0,South,3,122,0,10,4,18,1138.98,1099.44,45.67,1,At-Risk Customer
TX-10247,CUST-1138,2026-02-28,52,Grocery,4,65.13,30.0,51.1,578.7,2.8,East,4,437,0,35,4,42,241.0,182.36,-48.72,1,At-Risk Customer
TX-10248,CUST-1760,2026-08-05,29,Home & Kitchen,1,281.77,0.0,163.56,3819.33,4.0,West,3,383,0,34,2,25,329.74,281.77,47.42,0,Regular Customer
TX-10249,CUST-1744,2025-11-01,32,Grocery,2,23.55,5.0,20.16,607.48,4.1,North,2,164,0,19,3,23,87.17,44.74,-13.69,0,Regular Customer
TX-10250,CUST-1630,2026-03-10,40,Clothing,2,79.94,20.0,37.54,7643.11,3.6,North,2,136,0,26,2,22,182.34,127.9,-70.82,1,At-Risk Customer
TX-10251,CUST-1222,2026-03-29,47,Grocery,2,46.84,0.0,40.88,830.49,4.2,South,3,442,0,3,3,11,169.9,93.68,-14.04,0,Regular Customer
TX-10252,CUST-1101,2026-07-31,44,Clothing,3,62.37,15.0,22.57,852.3,5.0,East,4,333,0,5,5,8,180.38,159.04,60.55,0,Regular Customer
TX-10253,CUST-1282,2025-11-19,36,Electronics,2,2128.16,0.0,1320.85,882.31,4.5,West,1,315,0,26,3,31,4315.17,4256.32,1596.89,0,Regular Customer
TX-10254,CUST-1217,2026-07-08,30,Fitness,2,424.89,5.0,272.92,5230.38,4.8,North,4,289,0,37,7,77,835.69,807.29,165.0,0,High Value Customer
TX-10255,CUST-1341,2025-12-16,50,Furniture,4,572.88,0.0,345.98,5565.92,2.3,South,1,250,1,16,4,24,2332.85,2291.52,-39.5,1,At-Risk Customer
TX-10256,CUST-1783,2026-05-24,33,Furniture,2,589.31,10.0,336.83,1710.93,5.0,South,7,315,0,3,2,4,1102.05,1060.76,329.93,0,Regular Customer
TX-10257,CUST-1238,2026-01-29,39,Furniture,2,424.22,15.0,271.07,6012.69,5.0,North,3,357,0,49,3,44,758.47,721.17,75.34,0,High Value Customer
TX-10258,CUST-1148,2025-10-19,35,Home & Kitchen,1,149.96,10.0,82.02,7561.06,3.9,East,3,166,0,4,2,10,186.25,134.96,-73.97,1,At-Risk Customer
TX-10259,CUST-1112,2026-07-18,35,Electronics,2,294.0,20.0,222.0,4977.09,4.1,South,3,30,1,35,3,38,505.21,470.4,-48.5,1,High Value Customer
TX-10260,CUST-1243,2026-06-11,41,Clothing,3,157.3,0.0,68.47,1158.41,2.6,North,3,258,0,4,1,10,528.19,471.9,235.61,1,At-Risk Customer
TX-10261,CUST-1053,2025-10-17,46,Fitness,1,212.93,5.0,108.32,4680.54,3.9,West,4,93,0,35,7,79,230.54,202.28,5.76,0,Loyal Customer
TX-10262,CUST-1763,2025-09-15,18,Grocery,6,73.38,10.0,51.9,7487.73,3.3,West,5,355,0,25,7,52,474.16,396.25,-49.96,1,At-Risk Customer
TX-10263,CUST-1525,2026-06-13,57,Electronics,1,1665.92,0.0,1109.59,2849.5,3.3,West,1,396,0,39,7,84,1724.41,1665.92,509.09,1,At-Risk Customer
TX-10264,CUST-1629,2025-09-05,33,Fitness,1,494.94,5.0,230.88,4594.43,4.5,East,2,20,0,30,7,62,494.01,470.19,161.4,0,High Value Customer
TX-10265,CUST-1031,2025-09-14,26,Grocery,15,56.2,20.0,41.72,2670.81,4.0,West,4,123,0,27,5,46,745.98,674.4,-9.46,0,High Value Customer
TX-10266,CUST-1110,2026-04-22,41,Fitness,1,396.19,5.0,210.12,4079.0,4.9,West,2,382,0,1,5,3,399.21,376.38,96.08,0,Regular Customer
TX-10267,CUST-1082,2026-01-25,36,Home & Kitchen,1,295.18,25.0,134.04,2737.04,4.2,South,2,430,1,36,3,39,251.68,221.38,-44.0,1,At-Risk Customer
TX-10268,CUST-1281,2026-06-29,34,Fitness,1,58.63,0.0,27.81,3475.66,3.1,East,1,103,0,3,5,5,86.87,58.63,-25.81,1,At-Risk Customer
TX-10269,CUST-1611,2026-05-12,38,Clothing,4,192.93,5.0,79.55,512.33,4.5,West,5,215,0,1,2,4,783.91,733.13,384.75,0,Regular Customer
TX-10270,CUST-1440,2025-10-03,45,Fitness,2,461.6,15.0,275.38,2238.81,3.7,North,1,139,0,33,4,41,859.79,784.72,195.88,0,Regular Customer
TX-10271,CUST-1666,2026-05-23,33,Fitness,2,460.15,0.0,232.33,3891.52,3.8,South,4,203,0,33,3,30,967.94,920.3,379.27,0,Regular Customer
TX-10272,CUST-1233,2026-03-13,35,Clothing,1,247.05,10.0,123.75,7941.02,4.3,West,2,265,0,35,3,34,292.0,222.35,-29.52,0,Regular Customer
TX-10273,CUST-1747,2025-10-01,27,Clothing,2,40.34,5.0,15.63,3630.46,3.5,West,4,226,0,16,8,44,104.0,76.65,-27.07,1,At-Risk Customer
TX-10274,CUST-1261,2026-02-21,26,Furniture,1,224.06,15.0,152.78,4584.73,4.4,West,4,393,0,15,1,5,260.64,190.45,-49.1,0,Regular Customer
TX-10275,CUST-1087,2025-09-30,32,Grocery,6,65.22,10.0,57.17,7088.12,4.1,North,6,16,0,4,5,11,379.28,352.19,-124.15,0,Regular Customer
TX-10276,CUST-1381,2025-10-19,50,Home & Kitchen,5,122.61,0.0,53.6,2456.89,3.7,North,4,233,0,25,3,28,670.26,613.05,290.2,1,At-Risk Customer
TX-10277,CUST-1575,2026-05-28,18,Clothing,3,197.79,5.0,94.09,4483.32,2.2,North,4,301,0,26,3,28,605.06,563.7,196.18,1,At-Risk Customer
TX-10278,CUST-1681,2026-03-18,39,Fitness,1,496.05,0.0,261.13,2281.12,3.2,North,4,70,0,3,6,9,547.09,496.05,182.7,1,At-Risk Customer
TX-10279,CUST-1614,2026-01-20,21,Clothing,2,117.78,20.0,42.93,5939.65,3.8,North,2,55,0,17,1,12,241.09,188.45,4.49,1,At-Risk Customer
TX-10280,CUST-1217,2025-11-01,42,Fitness,2,262.47,5.0,131.0,1336.16,3.8,West,6,217,0,39,3,34,530.42,498.69,189.65,1,At-Risk Customer
TX-10281,CUST-1110,2026-02-09,23,Home & Kitchen,5,349.13,15.0,163.31,4980.72,2.9,East,3,261,1,1,7,5,1537.94,1483.8,-48.5,1,At-Risk Customer
TX-10282,CUST-1285,2026-06-03,43,Furniture,3,508.94,5.0,298.61,6454.51,4.6,West,3,316,0,26,3,31,1494.59,1450.48,444.33,0,Regular Customer
TX-10283,CUST-1785,2026-06-28,29,Home & Kitchen,2,344.56,0.0,162.42,6120.27,5.0,North,1,213,0,22,1,10,722.08,689.12,267.98,0,Regular Customer
TX-10284,CUST-1673,2026-08-04,35,Clothing,2,131.9,15.0,69.85,2391.3,4.5,North,1,426,0,18,2,17,258.77,224.23,44.16,0,Regular Customer
TX-10285,CUST-1719,2026-01-19,46,Clothing,3,148.9,10.0,56.68,5984.38,4.5,East,1,252,1,30,2,21,470.97,402.03,-39.5,0,Regular Customer
TX-10286,CUST-1146,2026-05-30,18,Fitness,1,305.12,20.0,189.45,1161.01,5.0,West,4,25,0,25,5,41,276.8,244.1,19.23,0,Loyal Customer
TX-10287,CUST-1758,2026-07-04,34,Electronics,2,1341.5,5.0,1012.07,7648.4,3.9,North,3,378,0,22,3,21,2587.02,2548.85,396.48,0,Regular Customer
TX-10288,CUST-1220,2026-02-22,63,Grocery,4,50.04,10.0,36.53,7773.64,5.0,West,4,95,0,22,4,34,224.62,180.14,-100.58,0,Regular Customer
TX-10289,CUST-1378,2026-01-20,28,Fitness,1,447.69,15.0,274.27,3391.65,3.8,East,5,256,0,20,6,40,450.72,380.54,32.89,1,At-Risk Customer
TX-10290,CUST-1581,2026-06-15,31,Electronics,1,1911.81,10.0,1161.17,973.3,4.7,North,5,419,0,5,5,16,1768.04,1720.63,522.36,0,Regular Customer
TX-10291,CUST-1772,2026-06-26,43,Electronics,2,987.09,15.0,766.59,3517.3,3.7,North,1,301,0,5,3,5,1721.65,1678.05,87.61,1,At-Risk Customer
TX-10292,CUST-1677,2026-03-19,47,Grocery,4,30.96,10.0,25.32,7136.06,4.4,West,2,191,0,3,8,13,147.37,111.46,-105.86,0,Regular Customer
TX-10293,CUST-1220,2026-05-03,25,Electronics,1,585.23,0.0,408.79,2880.42,3.9,East,3,200,0,1,2,2,627.85,585.23,119.73,1,At-Risk Customer
TX-10294,CUST-1290,2026-07-27,27,Fitness,1,422.54,0.0,268.95,4862.91,4.2,West,2,411,0,37,4,50,497.07,422.54,71.65,0,High Value Customer
TX-10295,CUST-1315,2025-09-06,44,Furniture,2,466.01,5.0,250.16,2193.42,5.0,West,2,235,0,21,4,28,955.74,885.42,343.2,0,Regular Customer
TX-10296,CUST-1056,2025-08-17,29,Furniture,1,159.22,0.0,91.78,4290.24,4.9,East,6,298,0,5,8,12,192.13,159.22,-23.91,0,Regular Customer
TX-10297,CUST-1785,2025-10-23,43,Clothing,1,249.44,5.0,88.92,3493.45,4.3,East,2,18,0,12,2,13,279.6,236.97,86.65,0,Regular Customer
TX-10298,CUST-1007,2026-04-25,32,Fitness,3,526.94,0.0,256.16,2946.65,5.0,West,2,439,0,37,2,25,1618.82,1580.82,759.14,0,Regular Customer
TX-10299,CUST-1389,2026-05-13,22,Fitness,1,238.69,10.0,126.5,7132.58,4.0,South,3,308,0,6,3,12,235.26,214.82,-32.17,0,Regular Customer
TX-10300,CUST-1684,2026-02-11,47,Electronics,5,324.88,5.0,216.46,4264.59,5.0,West,3,94,0,25,7,52,1614.96,1543.18,383.41,0,High Value Customer
TX-10301,CUST-1043,2026-03-25,27,Electronics,3,1321.95,0.0,892.43,6698.48,4.1,West,2,170,0,21,6,40,4003.72,3965.85,1179.08,0,High Value Customer
TX-10302,CUST-1320,2026-06-04,34,Grocery,4,22.06,25.0,16.1,3072.7,5.0,West,3,245,0,23,4,34,93.66,66.18,-57.81,0,Regular Customer
TX-10303,CUST-1427,2026-01-09,37,Electronics,1,1743.44,0.0,1070.92,1915.96,4.4,West,4,185,1,18,2,18,1817.04,1743.44,-53.0,1,At-Risk Customer
TX-10304,CUST-1332,2025-11-09,50,Home & Kitchen,3,230.33,20.0,110.06,3018.62,2.2,West,4,326,0,22,4,30,607.58,552.79,159.33,1,At-Risk Customer
TX-10305,CUST-1370,2025-09-28,25,Grocery,2,35.37,10.0,31.12,1119.29,3.3,North,3,69,0,5,1,3,101.86,63.67,-28.86,1,At-Risk Customer
TX-10306,CUST-1603,2026-03-07,44,Home & Kitchen,3,412.03,25.0,165.32,1184.94,2.6,North,3,445,0,20,6,41,971.41,927.07,399.83,1,At-Risk Customer
TX-10307,CUST-1317,2026-02-03,35,Furniture,2,783.41,10.0,427.31,4363.75,5.0,East,5,113,0,12,1,4,1450.96,1410.14,467.56,0,Regular Customer
TX-10308,CUST-1078,2026-05-02,51,Fitness,1,311.14,5.0,189.42,6574.84,3.8,North,2,143,0,11,2,13,346.25,295.58,-1.46,1,At-Risk Customer
TX-10309,CUST-1198,2026-02-08,41,Clothing,1,153.52,10.0,80.24,7009.85,4.1,South,5,341,0,27,2,24,210.19,138.17,-69.72,0,Regular Customer
TX-10310,CUST-1149,2025-12-23,44,Furniture,1,1164.95,10.0,685.79,5658.27,3.9,South,4,180,0,9,2,12,1087.39,1048.46,259.79,1,At-Risk Customer
TX-10311,CUST-1778,2026-07-15,18,Electronics,5,624.9,5.0,409.75,3835.35,4.0,South,3,210,0,20,1,8,3024.71,2968.27,848.49,0,Regular Customer
TX-10312,CUST-1643,2026-04-23,38,Grocery,6,9.81,0.0,7.92,6812.17,3.6,West,1,228,0,17,2,10,116.07,58.86,-95.34,1,At-Risk Customer
TX-10313,CUST-1578,2026-07-09,24,Fitness,1,202.25,5.0,100.67,5780.24,4.2,East,2,38,0,5,6,16,242.49,192.14,-4.24,0,Regular Customer
TX-10314,CUST-1642,2026-01-22,41,Furniture,2,1037.11,5.0,593.16,956.79,4.4,West,1,185,0,9,8,29,2030.25,1970.51,765.34,0,Regular Customer
TX-10315,CUST-1452,2026-07-03,44,Clothing,2,60.18,5.0,30.11,4058.26,4.3,East,4,341,0,1,4,8,152.13,114.34,-24.75,0,Regular Customer
TX-10316,CUST-1360,2026-04-30,31,Electronics,1,1120.03,5.0,783.7,1726.65,4.2,East,4,180,0,2,6,9,1132.43,1064.03,236.43,0,Regular Customer
